,title,pays,deadline,lien,remaining_times
4150,Acquisition des produits consommables informatiques et bureautiques pour l'année 2023,tunisie,2023-11-03,https://www.j360.info/appels-d-offres/39611779-acquisition-des-produits-consommables-informatiques-et-bureautiques-pour-lann%C3%A9e-2023/,25.0 days
4151,Acquisition et installation matériel informatique,tunisie,2023-11-07,https://www.j360.info/appels-d-offres/39597229-acquisition-et-installation-mat%C3%A9riel-informatique/,29.0 days
4152,AO 11-2023 pour la deuxième fois relatif à l'acquisition de matériels informatique,tunisie,2023-11-06,https://www.j360.info/appels-d-offres/39597230-ao-11-2023-pour-la-deuxi%C3%A8me-fois-relatif-%C3%A0-lacquisition-de/,28.0 days
4153,Avis Consultation N°36bis/2023 « Acquisition des équipements Informatique »,tunisie,2023-10-23,https://www.j360.info/appels-d-offres/39621506-avis-consultation-n36bis2023-acquisition-des-%C3%A9quipements-informatique/,14.0 days
4154,consultation 34 bis/2023 acquisition de consommable informatique,tunisie,,https://www.j360.info/appels-d-offres/39621507-consultation-34-bis2023-acquisition-de-consommable-informatique/,nan days
4155,ITB N°17/2023: Acquisition de matériel informatique,tunisie,2023-10-17,https://www.j360.info/appels-d-offres/39622183-itb-n172023-acquisition-de-mat%C3%A9riel-informatique/,8.0 days
4156,FuturArc Prize 2024: Architecture for Life After,tunisie,2024-02-08,https://www.j360.info/appels-d-offres/39587188-futurarc-prize-2024-architecture-for-life-after/,122.0 days
4157,"Acquisition, Installation et mise en service de solutions de radios digitales aux différentes chaines de la Radio Tunisienne",tunisie,2023-11-06,https://www.j360.info/appels-d-offres/39586542-acquisition-installation-et-mise-en-service-de-solutions-de-radios/,28.0 days
4158,"LOCATION DES MATRIELS DE SONORISATION, LUMIERE, PROJECTEUR VIDEO, SCENE ET STRUCTURE ALUMINIUM AU PROFIT DES JCC 2023",tunisie,2023-10-16,https://www.j360.info/appels-d-offres/39578600-location-des-matriels-de-sonorisation-lumiere-projecteur-video-scene-et/,7.0 days
4159,Safelight Paper Solo Shows - Berlin,tunisie,2023-10-29,https://www.j360.info/appels-d-offres/39576572-safelight-paper-solo-shows-berlin/,20.0 days
4160,ACQUISITION EQUIPEMENTS VISIOCONFERENCE,tunisie,2023-11-01,https://www.j360.info/appels-d-offres/39576215-acquisition-equipements-visioconference/,23.0 days
4161,"L’élaboration d’une étude diagnostic sur l’état des lieux de l’économie circulaire en Tunisie et la proposition d’une loi relative à son promotion, l’organisation de deux tables rondes, avec la mise …",tunisie,2023-11-06,https://www.j360.info/appels-d-offres/39576218-l%C3%A9laboration-dune-%C3%A9tude-diagnostic-sur-l%C3%A9tat-des-lieux-de-l%C3%A9conomie/,28.0 days
4162,Acquisition matériels et logiciels informatiques,tunisie,2023-11-01,https://www.j360.info/appels-d-offres/39576216-acquisition-mat%C3%A9riels-et-logiciels-informatiques/,23.0 days
4163,"Externalisation de la composante communication, visibilité et valorisation – Projet d‘appui à l’internationalisation des entreprises tunisiennes à l’échelle du continent africain",tunisie,2023-10-16,https://www.j360.info/appels-d-offres/39563822-externalisation-de-la-composante-communication-visibilit%C3%A9-et-valorisation-projet/,7.0 days
4164,FOURNITURE ET MISE EN SERVICE DE SYSTEME DE CONTROLE FRONTALIER DANS LES AEROPORTS,tunisie,2023-11-13,https://www.j360.info/appels-d-offres/39550055-fourniture-et-mise-en-service-de-systeme-de-controle-frontalier/,35.0 days
4165,REALISATION DES TRAVAUX DE MAINTENANCE D’EQUIPEMENTS DE SECURITE INFORMATIQUE,tunisie,2023-10-23,https://www.j360.info/appels-d-offres/39530082-realisation-des-travaux-de-maintenance-dequipements-de-securite-informatique/,14.0 days
4166,Acquisition d’équipements médicaux et matériel roulants destinés aux structures de soins de santé de 1ère ligne (« Essaha Aziza »),tunisie,2023-12-13,https://www.j360.info/appels-d-offres/39542900-acquisition-d%C3%A9quipements-m%C3%A9dicaux-et-mat%C3%A9riel-roulants-destin%C3%A9s-aux-structures-de/,65.0 days
4167,Projet UMBRELLA | Acquisition de matériel informatique,tunisie,2023-10-10,https://www.j360.info/appels-d-offres/39520803-projet-umbrella-acquisition-de-mat%C3%A9riel-informatique/,1.0 days
4168,"Installation de système de sécurité incendie pour le groupement financier, recettes et bureaux de contrôle à Béja",tunisie,2023-10-27,https://www.j360.info/appels-d-offres/39530081-installation-de-syst%C3%A8me-de-s%C3%A9curit%C3%A9-incendie-pour-le-groupement-financier/,18.0 days
4169,Acquisition des équipements et mise en place d’un réseau LAN/WLAN au profit de 591 établissements scolaires,tunisie,2023-11-02,https://www.j360.info/appels-d-offres/39520815-acquisition-des-%C3%A9quipements-et-mise-en-place-dun-r%C3%A9seau-lanwlan/,24.0 days
4170,Appel d'Offres No.1100204002 pour le diagnostic digital/industrie 4.0 en vue de l’élaboration d’un diagnostic et d’un plan d’accompagnement de solutions en industrie 4.0 pour 95 entreprises Tunisienne,tunisie,2023-10-18,https://www.j360.info/appels-d-offres/39521059-appel-doffres-no1100204002-pour-le-diagnostic-digitalindustrie-40-en-vue/,9.0 days
4171,TOP 100 BEST IMAGES of Campina Photographic Exhibitions Soci,tunisie,2023-11-01,https://www.j360.info/appels-d-offres/39488086-top-100-best-images-of-campina-photographic-exhibitions-soci/,23.0 days
4172,Audit Sécurité Système d’information,tunisie,2023-10-30,https://www.j360.info/appels-d-offres/39487696-audit-s%C3%A9curit%C3%A9-syst%C3%A8me-dinformation/,21.0 days
4173,Appel d'offre N°15 du 2023 acquisition matériels informatiques,tunisie,2023-10-27,https://www.j360.info/appels-d-offres/39469878-appel-doffre-n15-du-2023-acquisition-mat%C3%A9riels-informatiques/,18.0 days
4174,TOP 25 BEST AUTHORS of Campina Photographic Exhibitions Soci,tunisie,2023-11-01,https://www.j360.info/appels-d-offres/39467693-top-25-best-authors-of-campina-photographic-exhibitions-soci/,23.0 days
4175,acquisition de matériel informatique,tunisie,2023-10-16,https://www.j360.info/appels-d-offres/39423829-acquisition-de-mat%C3%A9riel-informatique/,7.0 days
4176,L’ACQUISITION D’UN ENSEMBLE D’EQUIPEMENTS DE DIFFUSION REPARTI EN TROIS LOTS : - LOT 1 : ANTENNES VHF - LOT 2 : PRESSURISATEURS - LOT 3 : ACCESSOIRES FM,tunisie,2023-10-27,https://www.j360.info/appels-d-offres/39423836-lacquisition-dun-ensemble-dequipements-de-diffusion-reparti-en-trois-lots/,18.0 days
4177,Réalisation d'un Progiciel de Gestion Intégré (ERP) en Langue Arabe,tunisie,2023-10-24,https://www.j360.info/appels-d-offres/39415029-r%C3%A9alisation-dun-progiciel-de-gestion-int%C3%A9gr%C3%A9-erp-en-langue-arabe/,15.0 days
4178,"Acquisition de consommables pour imprimantes, photocopieurs et fax (3 lots)",tunisie,2023-10-26,https://www.j360.info/appels-d-offres/39410987-acquisition-de-consommables-pour-imprimantes-photocopieurs-et-fax-3-lots/,17.0 days
4179,Acquisition de matériel de gestion Administrative et bureautique,tunisie,2023-10-25,https://www.j360.info/appels-d-offres/39410984-acquisition-de-mat%C3%A9riel-de-gestion-administrative-et-bureautique/,16.0 days
4180,"la fourniture de services et de ressources informatiques, sous forme de location en cloud, pour l’hébergement d’une plateforme numérique de gestion des subventions publiques dans le secteur culturel.",tunisie,2023-10-11,https://www.j360.info/appels-d-offres/39399879-la-fourniture-de-services-et-de-ressources-informatiques-sous-forme/,2.0 days
4181,CHOIX D'UN BUREAU D’ETUDE ET DE CONSEIL POUR ACCOMPAGNER ET ASSISTER LA POSTE TUNISIENNE DURANT LA MISE EN ŒUVRE DE SON NOUVEAU SYSTEME D’INFORMATION DE GESTION INTEGREE,tunisie,2023-10-23,https://www.j360.info/appels-d-offres/39399889-choix-dun-bureau-detude-et-de-conseil-pour-accompagner-et/,14.0 days
4182,ACQUISITION DE MATERIEL SPECIFIQUES,tunisie,2023-10-26,https://www.j360.info/appels-d-offres/39376909-acquisition-de-materiel-specifiques/,17.0 days
4183,Acquisition et l’installation des matériels informatiques,tunisie,2023-10-24,https://www.j360.info/appels-d-offres/39376914-acquisition-et-linstallation-des-mat%C3%A9riels-informatiques/,15.0 days
4184,"La fourniture, l’installation et la mise en exploitation de serveurs, d’une solution de virtualisation et d’une solution de sauvegarde",tunisie,2023-10-26,https://www.j360.info/appels-d-offres/39356712-la-fourniture-linstallation-et-la-mise-en-exploitation-de-serveurs/,17.0 days
4185,Poster For___. International Poster Competition,tunisie,2023-12-31,https://www.j360.info/appels-d-offres/39350406-poster-for___-international-poster-competition/,83.0 days
4186,NOCTURNAL: A NIGHT PHOTOGRAPHY EXHIBITION,tunisie,2023-10-12,https://www.j360.info/appels-d-offres/39350407-nocturnal-a-night-photography-exhibition/,3.0 days
4187,Rotterdam Photo 2024 - Project Open Call - Imagine,tunisie,2023-10-15,https://www.j360.info/appels-d-offres/39350408-rotterdam-photo-2024-project-open-call-imagine/,6.0 days
4188,"Services de support, d’assistance et de maintenance préventive, corrective et évolutive du système d’information de l'ARP",tunisie,2023-10-16,https://www.j360.info/appels-d-offres/39336750-services-de-support-dassistance-et-de-maintenance-pr%C3%A9ventive-corrective-et/,7.0 days
4189,"Services de support, d’assistance et de maintenance préventive, corrective et évolutive du système d’information de l'ARP",tunisie,2023-10-16,https://www.j360.info/appels-d-offres/39336750-services-de-support-dassistance-et-de-maintenance-pr%C3%A9ventive-corrective-et/,7.0 days
4190,Acquisition équipements informatiques,tunisie,2023-10-16,https://www.j360.info/appels-d-offres/39336766-acquisition-%C3%A9quipements-informatiques/,7.0 days
4191,"Fourniture, Installation et Mise en service de l’Infrastructure LAN, WAN, Wifi et Sécurité",tunisie,2023-11-01,https://www.j360.info/appels-d-offres/39323412-fourniture-installation-et-mise-en-service-de-linfrastructure-lan-wan/,23.0 days
4192,ACQUISITION MATERIEL INFORMATIQUE,tunisie,2023-10-16,https://www.j360.info/appels-d-offres/39311670-acquisition-materiel-informatique/,7.0 days
4193,Call for Competitions,tunisie,2023-12-15,https://www.j360.info/appels-d-offres/39290610-call-for-competitions/,67.0 days
4194,Achat du materiel informatique,tunisie,2023-10-12,https://www.j360.info/appels-d-offres/39257579-achat-du-materiel-informatique/,3.0 days
4195,"AAP Magazine #35 Colors, $1,000 Cash Prizes + Publication",tunisie,2023-10-10,https://www.j360.info/appels-d-offres/39239154-aap-magazine-35-colors-1000-cash-prizes-publication/,1.0 days
4196,The 5th Chelsea International Photography Competition,tunisie,2023-10-23,https://www.j360.info/appels-d-offres/39239155-the-5th-chelsea-international-photography-competition/,14.0 days
4197,Chicco Launches New Product Design Challenge: Revolutionary,tunisie,2023-10-31,https://www.j360.info/appels-d-offres/39239151-chicco-launches-new-product-design-challenge-revolutionary/,22.0 days
4198,CYCLIST HOUSE,tunisie,2023-12-31,https://www.j360.info/appels-d-offres/39239146-cyclist-house/,83.0 days
4199,2024 French Design Awards,tunisie,2023-10-17,https://www.j360.info/appels-d-offres/39239149-2024-french-design-awards/,8.0 days
4200,"APPEL D’OFFRE NATIONAL N°11/2023 Acquisition de matériel scientifique, matériels informatiques et bureautiques et aménagement de laboratoire clé en main au profit du laboratoire régionale de l’analyse de l’eau et du …",tunisie,2023-10-13,https://www.j360.info/appels-d-offres/39237391-appel-doffre-national-n112023-acquisition-de-mat%C3%A9riel-scientifique-mat%C3%A9riels-informatiques/,4.0 days
4201,Acquisition de consommable informatique pour l'année 2023 lot 9,tunisie,2023-10-12,https://www.j360.info/appels-d-offres/39223294-acquisition-de-consommable-informatique-pour-lann%C3%A9e-2023-lot-9/,3.0 days
4202,création site web,tunisie,2023-10-12,https://www.j360.info/appels-d-offres/39223291-cr%C3%A9ation-site-web/,3.0 days
4203,Acquisition de matériels informatique,tunisie,2023-10-11,https://www.j360.info/appels-d-offres/39212580-acquisition-de-mat%C3%A9riels-informatique/,2.0 days
4204,Submit your best architectural photo to Archinerds,tunisie,2024-12-31,https://www.j360.info/appels-d-offres/39202669-submit-your-best-architectural-photo-to-archinerds/,449.0 days
4205,acquisition du matériel informatique et solution de gestion de parc et gestion des mises à jour,tunisie,2023-10-11,https://www.j360.info/appels-d-offres/39160253-acquisition-du-mat%C3%A9riel-informatique-et-solution-de-gestion-de-parc/,2.0 days
4206,ACQUISITION ET MISE EN EXPLOITATION DES SOLUTIONS DE SECURITE A L’OMMP,tunisie,2023-10-17,https://www.j360.info/appels-d-offres/39160250-acquisition-et-mise-en-exploitation-des-solutions-de-securite-a/,8.0 days
4207,ACQUISITION MATÉRIELS INFORMATIQUES,tunisie,2023-10-13,https://www.j360.info/appels-d-offres/39140311-acquisition-mat%C3%A9riels-informatiques/,4.0 days
4208,Acquisition d'ordinateurs de bureau et des imprimantes au profit des établissements relevant de l'Université de Carthage,tunisie,2023-10-18,https://www.j360.info/appels-d-offres/39140296-acquisition-dordinateurs-de-bureau-et-des-imprimantes-au-profit-des/,9.0 days
4209,Conception et mise en place d’un portail web et d’une application mobile « E-Labes » dans le cadre du système d’échange électronique des données (SEED) entre la CNAM et ses …,tunisie,2023-10-19,https://www.j360.info/appels-d-offres/39127079-conception-et-mise-en-place-dun-portail-web-et-dune/,10.0 days
4210,"La fourniture, l’installation et la mise en exploitation de Logiciel pour dessin technique et modélisation BIM",tunisie,2023-10-12,https://www.j360.info/appels-d-offres/39125789-la-fourniture-linstallation-et-la-mise-en-exploitation-de-logiciel/,3.0 days
4211,AMI N° TN-MTCTD-358637-CS-QCBS « Réalisation d’un portail web et une application mobile dans le cadre du système d’échange électronique des données (SEED) de la CNAM ».,tunisie,2023-10-19,https://www.j360.info/appels-d-offres/39111496-ami-n-tn-mtctd-358637-cs-qcbs-r%C3%A9alisation-dun-portail-web-et-une/,10.0 days
4212,Avis d’appel à propositions pour le financement de projets de recherche dans le domaine de l’extrémisme violent,tunisie,2023-10-22,https://www.j360.info/appels-d-offres/39050023-avis-dappel-%C3%A0-propositions-pour-le-financement-de-projets-de/,13.0 days
4213,Développement de la solution informatique pour les points d'accès intégrés,tunisie,2023-10-17,https://www.j360.info/appels-d-offres/39024882-d%C3%A9veloppement-de-la-solution-informatique-pour-les-points-dacc%C3%A8s-int%C3%A9gr%C3%A9s/,8.0 days
4214,"Fourniture, Développement et Mise en œuvre d’une solution informatique des Points d’Accès Intégrés (DGRPA)",tunisie,2023-10-17,https://www.j360.info/appels-d-offres/39025674-fourniture-d%C3%A9veloppement-et-mise-en-%C5%93uvre-dune-solution-informatique-des/,8.0 days
4215,"The Hopper Prize | $3,500 & $1,000 Artist Grants",tunisie,2023-11-13,https://www.j360.info/appels-d-offres/38998984-the-hopper-prize-3500-1000-artist-grants/,35.0 days
4216,2024 International Artist Grand Prize Competition,tunisie,2023-10-30,https://www.j360.info/appels-d-offres/38983922-2024-international-artist-grand-prize-competition/,21.0 days
4217,Call For Entry: Vices,tunisie,2023-10-15,https://www.j360.info/appels-d-offres/38983924-call-for-entry-vices/,6.0 days
4218,8th CAMPINA 2023 International Exhibition of Photography,tunisie,2023-11-01,https://www.j360.info/appels-d-offres/38983921-8th-campina-2023-international-exhibition-of-photography/,23.0 days
4219,YICCA 23/24 - International Contest of Contemporary Art,tunisie,2023-10-26,https://www.j360.info/appels-d-offres/38983920-yicca-2324-international-contest-of-contemporary-art/,17.0 days
4220,"Acquisition de Tablettes, de PCs de bureau et de PCs portables pour la conduite d’une enquête sociale",tunisie,2023-10-12,https://www.j360.info/appels-d-offres/38961243-acquisition-de-tablettes-de-pcs-de-bureau-et-de-pcs/,3.0 days
4221,"Supply of High-definition Uncooled Thermal Cameras, Consoles and Accessories",tunisie,2023-10-09,https://www.j360.info/appels-d-offres/38917743-supply-of-high-definition-uncooled-thermal-cameras-consoles-and-accessories/,0.0 days
4222,Projet de réalisation d'un centre de valorisation énergétique des déchets dans le Gouvernorat de Nabeul,tunisie,,https://www.j360.info/appels-d-offres/38858405-projet-de-r%C3%A9alisation-dun-centre-de-valorisation-%C3%A9nerg%C3%A9tique-des-d%C3%A9chets/,nan days
4223,Acquisition des équipements et mise en place d’un réseau LAN/WLAN au profit de 591 établissements scolaires,tunisie,2023-11-02,https://www.j360.info/appels-d-offres/38810323-acquisition-des-%C3%A9quipements-et-mise-en-place-dun-r%C3%A9seau-lanwlan/,24.0 days
4224,Cameras,tunisie,,https://www.j360.info/appels-d-offres/38756845-cameras/,nan days
4225,"Appel d’offres N°04/2023 pour la fourniture,l’installation et mise en service d’un système de vidéo surveillance et de contrôle d’accès au nouveau siège de la direction générale des douanes",tunisie,2023-10-19,https://www.j360.info/appels-d-offres/38738593-appel-doffres-n042023-pour-la-fourniturelinstallation-et-mise-en-service/,10.0 days
4226,DuPont™ Tyvek® Design Award 2023,tunisie,2023-11-30,https://www.j360.info/appels-d-offres/38714962-duponttm-tyvek-design-award-2023/,52.0 days
4227,Sony World Photography Awards 2024,tunisie,2024-01-12,https://www.j360.info/appels-d-offres/38632267-sony-world-photography-awards-2024/,95.0 days
4228,Sony Future Filmmaker Awards 2024,tunisie,2024-02-14,https://www.j360.info/appels-d-offres/38581925-sony-future-filmmaker-awards-2024/,128.0 days
4229,HIMALAYAN THERMAL BATHS,tunisie,2023-10-31,https://www.j360.info/appels-d-offres/38488608-himalayan-thermal-baths/,22.0 days
4230,Acquisition d'un système de conception de procédures de vol et de l'espace aérien,tunisie,2023-10-19,https://www.j360.info/appels-d-offres/38438028-acquisition-dun-syst%C3%A8me-de-conception-de-proc%C3%A9dures-de-vol-et/,10.0 days
4231,Scenic Vistas Juried Art Competition | Call for Artists,tunisie,2023-10-28,https://www.j360.info/appels-d-offres/38152886-scenic-vistas-juried-art-competition-call-for-artists/,19.0 days
4232,FIT Sport Design Awards,tunisie,2024-03-31,https://www.j360.info/appels-d-offres/37952478-fit-sport-design-awards/,174.0 days
4233,Third Edition of SIT Furniture Design Award,tunisie,2024-04-14,https://www.j360.info/appels-d-offres/37952477-third-edition-of-sit-furniture-design-award/,188.0 days
4234,LIV HOSPITALITY DESIGN AWARDS 2023,tunisie,2024-01-31,https://www.j360.info/appels-d-offres/37611303-liv-hospitality-design-awards-2023/,114.0 days
4235,The Nature Photography Contest 2023,tunisie,2023-11-15,https://www.j360.info/appels-d-offres/37548837-the-nature-photography-contest-2023/,37.0 days
4236,THE LIV HOSPITALITY DESIGN AWARDS 2023,tunisie,2024-01-31,https://www.j360.info/appels-d-offres/37371817-the-liv-hospitality-design-awards-2023/,114.0 days
4237,CALL FOR ENTRIES - LIT LIGHTING DESIGN AWARDS 2023,tunisie,2023-10-22,https://www.j360.info/appels-d-offres/35301218-call-for-entries-lit-lighting-design-awards-2023/,13.0 days
4238,The 5th Chelsea International Photography Competition,tunisie,2023-10-24,https://www.j360.info/appels-d-offres/34740533-the-5th-chelsea-international-photography-competition/,15.0 days
4239,MEDITATION ROOFS,zambie,2024-01-31,https://www.j360.info/appels-d-offres/39636888-meditation-roofs/,114.0 days
4240,"INTERNATIONAL CALL FOR ART, ArtMaze Magazine Edition 36",zambie,2023-10-19,https://www.j360.info/appels-d-offres/39636887-international-call-for-art-artmaze-magazine-edition-36/,10.0 days
4241,Tender for the Provision of NGINX Load Balancer Licenses for a contract period of three years,zambie,2023-11-03,https://www.j360.info/appels-d-offres/39611916-tender-for-the-provision-of-nginx-load-balancer-licenses-for/,25.0 days
4242,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION, TESTING, AND COMMISSIONING OF THE VOICE RECORDER SYSTEM – ZESCO/ONB/100/2023",zambie,2023-11-03,https://www.j360.info/appels-d-offres/39595881-tender-for-the-supply-delivery-installation-testing-and-commissioning-of/,25.0 days
4243,FuturArc Prize 2024: Architecture for Life After,zambie,2024-02-08,https://www.j360.info/appels-d-offres/39587188-futurarc-prize-2024-architecture-for-life-after/,122.0 days
4244,Safelight Paper Solo Shows - Berlin,zambie,2023-10-29,https://www.j360.info/appels-d-offres/39576572-safelight-paper-solo-shows-berlin/,20.0 days
4245,"TENDER FOR THE SUPPLY, INSTALLATION, TESTING AND COMMISSIONING OF A HUMAN RESOURCES INFORMATION MANAGEMENT SYSTEM",zambie,2023-11-03,https://www.j360.info/appels-d-offres/39576385-tender-for-the-supply-installation-testing-and-commissioning-of-a/,25.0 days
4246,Tender for the Provision of Support and Maintenance of the Netbackup System,zambie,2023-10-31,https://www.j360.info/appels-d-offres/39576383-tender-for-the-provision-of-support-and-maintenance-of-the/,22.0 days
4247,PROCUREMENT OF AUDIT SOFTWARE,zambie,2023-10-31,https://www.j360.info/appels-d-offres/39566057-procurement-of-audit-software/,22.0 days
4248,Tender for the provision of Insurance Brokerage and Advisory Services - Full declared value,zambie,2023-10-30,https://www.j360.info/appels-d-offres/39540188-tender-for-the-provision-of-insurance-brokerage-and-advisory-services/,21.0 days
4249,"TENDER FOR THE SUPPLY, DELIVERY, INSTALLATION AND COMMISSIONING OF THREE HUNDRED DESKTOP COMPUTERS TO SELECTED LEARNING INSTITUTIONS",zambie,2023-10-31,https://www.j360.info/appels-d-offres/39533607-tender-for-the-supply-delivery-installation-and-commissioning-of-three/,22.0 days
4250,EXPRESSION OF INTEREST FOR CONSULTANCY SERVICES FOR THE DEVELOPMENT OF MINISTERIAL MANAGEMENT INFORMATION SYSTEM (MIS),zambie,2023-11-03,https://www.j360.info/appels-d-offres/39491794-expression-of-interest-for-consultancy-services-for-the-development-of/,25.0 days
4251,TOP 100 BEST IMAGES of Campina Photographic Exhibitions Soci,zambie,2023-11-01,https://www.j360.info/appels-d-offres/39488086-top-100-best-images-of-campina-photographic-exhibitions-soci/,23.0 days
4252,TENDER FOR SUPPLY AND DELIVERY OF INFORMATION TECHNOLOGY EQUIPMENT,zambie,2023-10-27,https://www.j360.info/appels-d-offres/39487879-tender-for-supply-and-delivery-of-information-technology-equipment/,18.0 days
4253,RFQ - Soil Analysis Kits,zambie,2023-10-11,https://www.j360.info/appels-d-offres/39514287-rfq-soil-analysis-kits/,2.0 days
4254,TOP 25 BEST AUTHORS of Campina Photographic Exhibitions Soci,zambie,2023-11-01,https://www.j360.info/appels-d-offres/39467693-top-25-best-authors-of-campina-photographic-exhibitions-soci/,23.0 days
4255,Supply and Delivery of Stationery and Computer Consumables,zambie,2023-10-27,https://www.j360.info/appels-d-offres/39467391-supply-and-delivery-of-stationery-and-computer-consumables/,18.0 days
4256,"Supply and Installation of Local Area Network, Power Backup Migration, and HPE Storeever MSL2024 0-Drive Tape Library",zambie,2023-10-26,https://www.j360.info/appels-d-offres/39467390-supply-and-installation-of-local-area-network-power-backup-migration/,17.0 days
4257,Tender for the provision of Microsoft Premier Support for a contract period of one year,zambie,2023-10-27,https://www.j360.info/appels-d-offres/39467389-tender-for-the-provision-of-microsoft-premier-support-for-a/,18.0 days
4258,ZPPA/3130/NP051/23-TENDER FOR THE PRODUCTION OF MARKET PRICE INDEXES USING THE MPI DATABASE SYSTEM FOR A PERIOD OF ONE (1) YEAR,zambie,2023-10-27,https://www.j360.info/appels-d-offres/39453151-zppa3130np05123-tender-for-the-production-of-market-price-indexes-using-the/,18.0 days
4259,"ZPPA/2787b/APP001/23 -TENDER FOR THE DESIGN, DEVELOPMENT, TESTING, INSTALLATION AND COMMISSIONING OF AN ELECTRONIC GOVERNMENT PROCUREMENT SYSTEM",zambie,2023-10-27,https://www.j360.info/appels-d-offres/39443999-zppa2787bapp00123-tender-for-the-design-development-testing-installation-and-commissioning/,18.0 days
4260,"PROVISION OF SECONDARY INTERNET, VOICE AND FIBER SERVICES FOR A PERIOD OF THIRTY-SIX MONTHS",zambie,2023-10-24,https://www.j360.info/appels-d-offres/39423898-provision-of-secondary-internet-voice-and-fiber-services-for-a/,15.0 days
4261,SUPPLY AND DELIVERY OF VARIOUS STATIONERY,zambie,2023-10-20,https://www.j360.info/appels-d-offres/39400040-supply-and-delivery-of-various-stationery/,11.0 days
4262,Poster For___. International Poster Competition,zambie,2023-12-31,https://www.j360.info/appels-d-offres/39350406-poster-for___-international-poster-competition/,83.0 days
4263,NOCTURNAL: A NIGHT PHOTOGRAPHY EXHIBITION,zambie,2023-10-12,https://www.j360.info/appels-d-offres/39350407-nocturnal-a-night-photography-exhibition/,3.0 days
4264,Rotterdam Photo 2024 - Project Open Call - Imagine,zambie,2023-10-15,https://www.j360.info/appels-d-offres/39350408-rotterdam-photo-2024-project-open-call-imagine/,6.0 days
4265,PROCUREMENT OF BACKUP SOLUTION,zambie,2023-10-18,https://www.j360.info/appels-d-offres/39346799-procurement-of-backup-solution/,9.0 days
4266,Call for Competitions,zambie,2023-12-15,https://www.j360.info/appels-d-offres/39290610-call-for-competitions/,67.0 days
4267,"TENDER FOR THE SUPPLY AND DELIVERY OF 27,214 MOBILE PHONES",zambie,2023-10-23,https://www.j360.info/appels-d-offres/39281276-tender-for-the-supply-and-delivery-of-27214-mobile-phones/,14.0 days
4268,"AAP Magazine #35 Colors, $1,000 Cash Prizes + Publication",zambie,2023-10-10,https://www.j360.info/appels-d-offres/39239154-aap-magazine-35-colors-1000-cash-prizes-publication/,1.0 days
4269,"AAP Magazine #35 Colors, $1,000 Cash Prizes + Publication",zambie,2023-10-10,https://www.j360.info/appels-d-offres/39239154-aap-magazine-35-colors-1000-cash-prizes-publication/,1.0 days
4270,The 5th Chelsea International Photography Competition,zambie,2023-10-23,https://www.j360.info/appels-d-offres/39239155-the-5th-chelsea-international-photography-competition/,14.0 days
4271,Chicco Launches New Product Design Challenge: Revolutionary,zambie,2023-10-31,https://www.j360.info/appels-d-offres/39239151-chicco-launches-new-product-design-challenge-revolutionary/,22.0 days
4272,CYCLIST HOUSE,zambie,2023-12-31,https://www.j360.info/appels-d-offres/39239146-cyclist-house/,83.0 days
4273,2024 French Design Awards,zambie,2023-10-17,https://www.j360.info/appels-d-offres/39239149-2024-french-design-awards/,8.0 days
4274,Submit your best architectural photo to Archinerds,zambie,2024-12-31,https://www.j360.info/appels-d-offres/39202669-submit-your-best-architectural-photo-to-archinerds/,449.0 days
4275,"TENDER FOR INSTALLATION OF LOCAL AREA NETWORK TO NHIMA OFFICES IN CHIPATA, CHOMA, LIVINSTONE, MONGU, KABWE, NDOLA, KITWE, SOLWEZI, MANSA, KASAMA AND CHINSALI",zambie,2023-10-12,https://www.j360.info/appels-d-offres/39084125-tender-for-installation-of-local-area-network-to-nhima-offices/,3.0 days
4276,TENDER FOR PROVISION OF SMS GETWAY SERVICE.,zambie,2023-10-13,https://www.j360.info/appels-d-offres/39074245-tender-for-provision-of-sms-getway-service/,4.0 days
4277,SUPPLY AND DELIVERY OF PLUMBING AND SHEET METAL START UP TOOL KITS,zambie,2023-10-10,https://www.j360.info/appels-d-offres/39074244-supply-and-delivery-of-plumbing-and-sheet-metal-start-up/,1.0 days
4278,TENDER FOR THE UPGRADING OF FORTY-NINE SELECTED COMMUNICATION TOWERS,zambie,2023-10-20,https://www.j360.info/appels-d-offres/39015941-tender-for-the-upgrading-of-forty-nine-selected-communication-towers/,11.0 days
4279,"The Hopper Prize | $3,500 & $1,000 Artist Grants",zambie,2023-11-13,https://www.j360.info/appels-d-offres/38998984-the-hopper-prize-3500-1000-artist-grants/,35.0 days
4280,2024 International Artist Grand Prize Competition,zambie,2023-10-30,https://www.j360.info/appels-d-offres/38983922-2024-international-artist-grand-prize-competition/,21.0 days
4281,Call For Entry: Vices,zambie,2023-10-15,https://www.j360.info/appels-d-offres/38983924-call-for-entry-vices/,6.0 days
4282,8th CAMPINA 2023 International Exhibition of Photography,zambie,2023-11-01,https://www.j360.info/appels-d-offres/38983921-8th-campina-2023-international-exhibition-of-photography/,23.0 days
4283,TerraViva LOGO,zambie,2023-11-10,https://www.j360.info/appels-d-offres/38983919-terraviva-logo/,32.0 days
4284,YICCA 23/24 - International Contest of Contemporary Art,zambie,2023-10-26,https://www.j360.info/appels-d-offres/38983920-yicca-2324-international-contest-of-contemporary-art/,17.0 days
